GAME_DATE_EST,GAME_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,NAME_HOME,COACH_HOME,NAME_AWAY,COACH_AWAY,round_number_home,round_number_away,PTS_home_cur_season,FG_PCT_home_cur_season,FT_PCT_home_cur_season,FG3_PCT_home_cur_season,AST_home_cur_season,REB_home_cur_season,WINRATE_home_cur_season,PTS_LOST_home_cur_season,PTS_away_cur_season,FG_PCT_away_cur_season,FT_PCT_away_cur_season,FG3_PCT_away_cur_season,AST_away_cur_season,REB_away_cur_season,WINRATE_away_cur_season,PTS_LOST_away_cur_season
6/17/2010,40900407,2009,1610612747,83.0,0.325,0.676,0.2,11.0,53.0,1610612738,79.0,0.408,0.882,0.375,18.0,40.0,1,Lakers,Frank Vogel,Celtics,Brad Stevens,113,114,101.9375,0.4595803571428569,0.7615982142857141,0.3367142857142858,21.125000000000007,43.8125,0.6964285714285714,97.52678571428574,98.16814159292036,0.4772831858407079,0.7413185840707965,0.3438230088495575,22.938053097345126,38.89380530973451,0.6283185840707964,94.34513274336283
6/15/2010,40900406,2009,1610612747,89.0,0.418,0.895,0.316,17.0,52.0,1610612738,67.0,0.333,0.6,0.217,17.0,39.0,1,Lakers,Frank Vogel,Celtics,Brad Stevens,112,113,102.05405405405405,0.4599549549549547,0.7603963963963962,0.33690090090090097,21.162162162162172,43.73873873873874,0.6936936936936937,97.80180180180182,98.44642857142858,0.47857142857142854,0.7425803571428572,0.34495535714285713,22.99107142857142,38.892857142857146,0.6339285714285714,94.39285714285714
6/13/2010,40900405,2009,1610612738,92.0,0.563,0.692,0.25,21.0,35.0,1610612747,86.0,0.397,0.654,0.368,12.0,34.0,1,Celtics,Brad Stevens,Lakers,Frank Vogel,112,111,98.50450450450452,0.4778108108108107,0.7430360360360362,0.3458108108108108,23.009009009009002,38.927927927927925,0.6306306306306306,94.46846846846847,102.2,0.4605272727272725,0.7613636363636362,0.33661818181818187,21.245454545454553,43.82727272727273,0.7,97.85454545454547
6/10/2010,40900404,2009,1610612738,96.0,0.446,0.826,0.25,15.0,41.0,1610612747,89.0,0.451,0.818,0.35,13.0,34.0,1,Celtics,Brad Stevens,Lakers,Frank Vogel,111,110,98.52727272727275,0.47809999999999997,0.7422818181818184,0.34668181818181815,23.081818181818175,38.90909090909091,0.6272727272727273,94.51818181818182,102.3211009174312,0.4606146788990823,0.7608440366972476,0.3364954128440367,21.321100917431203,43.91743119266055,0.7064220183486238,97.87155963302754
6/8/2010,40900403,2009,1610612738,84.0,0.438,0.667,0.222,20.0,35.0,1610612747,91.0,0.447,0.875,0.133,13.0,43.0,0,Celtics,Brad Stevens,Lakers,Frank Vogel,110,109,98.66055045871562,0.4784678899082568,0.7429724770642204,0.3478256880733945,23.11009174311926,38.944954128440365,0.6330275229357798,94.55045871559633,102.42592592592592,0.46074074074074045,0.7597870370370369,0.33837962962962964,21.398148148148156,43.925925925925924,0.7037037037037037,98.00000000000001
6/6/2010,40900402,2009,1610612747,94.0,0.408,0.756,0.227,18.0,39.0,1610612738,103.0,0.429,0.769,0.688,28.0,44.0,0,Lakers,Frank Vogel,Celtics,Brad Stevens,108,109,102.50467289719626,0.4612336448598128,0.7598224299065419,0.3394205607476636,21.429906542056084,43.97196261682243,0.7102803738317757,97.9532710280374,98.62037037037038,0.4789259259259258,0.7427314814814816,0.3446759259259259,23.064814814814806,38.898148148148145,0.6296296296296297,94.55555555555556
6/3/2010,40900401,2009,1610612747,102.0,0.487,0.774,0.4,18.0,42.0,1610612738,89.0,0.433,0.833,0.1,19.0,31.0,1,Lakers,Frank Vogel,Celtics,Brad Stevens,107,108,102.50943396226415,0.4609905660377355,0.7596886792452829,0.3388490566037736,21.462264150943405,43.990566037735846,0.7075471698113207,98.03773584905662,98.7102803738318,0.4793551401869158,0.7418878504672899,0.34696261682242985,23.10280373831775,38.97196261682243,0.6355140186915887,94.48598130841121
5/29/2010,40900316,2009,1610612756,103.0,0.467,0.828,0.346,19.0,31.0,1610612747,111.0,0.47,0.821,0.417,18.0,41.0,0,Suns,Monty Williams,Lakers,Frank Vogel,105,106,109.72115384615384,0.48715384615384616,0.7648365384615385,0.40316346153846133,22.874999999999993,42.58653846153847,0.6442307692307693,105.31730769230771,102.42857142857143,0.4609047619047616,0.7591047619047618,0.33810476190476196,21.495238095238104,44.01904761904762,0.7047619047619048,97.9904761904762
5/28/2010,40900306,2009,1610612738,96.0,0.427,0.815,0.455,19.0,45.0,1610612753,84.0,0.431,0.593,0.273,14.0,35.0,1,Celtics,Brad Stevens,Magic,Steve Clifford,107,104,98.7358490566038,0.47984905660377347,0.7411981132075474,0.34594339622641507,23.141509433962256,38.91509433962264,0.6320754716981132,94.58490566037736,102.63106796116504,0.4714077669902912,0.7173786407766993,0.38059223300970874,19.44660194174757,42.999999999999986,0.7475728155339806,93.99999999999997
5/27/2010,40900315,2009,1610612747,103.0,0.418,0.87,0.292,28.0,49.0,1610612756,101.0,0.468,0.69,0.333,19.0,40.0,1,Lakers,Frank Vogel,Suns,Monty Williams,105,104,102.42307692307692,0.4613173076923074,0.7580384615384614,0.338548076923077,21.432692307692317,43.97115384615385,0.7019230769230769,97.96153846153848,109.80582524271844,0.4873398058252427,0.7655631067961166,0.4038446601941746,22.91262135922329,42.611650485436904,0.6504854368932039,105.33980582524273
