GAME_DATE_EST,GAME_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,NAME_HOME,COACH_HOME,NAME_AWAY,COACH_AWAY,round_number_home,round_number_away,PTS_home_cur_season,FG_PCT_home_cur_season,FT_PCT_home_cur_season,FG3_PCT_home_cur_season,AST_home_cur_season,REB_home_cur_season,WINRATE_home_cur_season,PTS_LOST_home_cur_season,PTS_away_cur_season,FG_PCT_away_cur_season,FT_PCT_away_cur_season,FG3_PCT_away_cur_season,AST_away_cur_season,REB_away_cur_season,WINRATE_away_cur_season,PTS_LOST_away_cur_season
6/14/2009,40800405,2008,1610612753,86.0,0.415,0.625,0.296,20.0,36.0,1610612747,99.0,0.438,0.75,0.5,13.0,47.0,0,Magic,Steve Clifford,Lakers,Frank Vogel,112,112,100.45045045045045,0.458054054054054,0.723783783783784,0.3741171171171172,19.31531531531534,42.22522522522521,0.6936936936936937,94.48648648648648,105.36036036036035,0.47340540540540543,0.763261261261261,0.362234234234234,22.531531531531535,43.49549549549551,0.7657657657657656,98.16216216216215
6/11/2009,40800404,2008,1610612753,91.0,0.419,0.595,0.333,17.0,41.0,1610612747,99.0,0.418,0.75,0.348,15.0,39.0,0,Magic,Steve Clifford,Lakers,Frank Vogel,111,111,100.53636363636363,0.4584090909090909,0.7249545454545457,0.37449090909090915,19.33636363636366,42.23636363636362,0.7,94.44545454545455,105.41818181818181,0.47390909090909095,0.763381818181818,0.36236363636363617,22.600000000000005,43.53636363636365,0.7636363636363636,98.2272727272727
6/9/2009,40800403,2008,1610612753,108.0,0.625,0.767,0.357,23.0,29.0,1610612747,104.0,0.513,0.615,0.348,16.0,27.0,1,Magic,Steve Clifford,Lakers,Frank Vogel,110,110,100.46788990825688,0.4568807339449541,0.7245688073394498,0.37465137614678906,19.302752293578006,42.357798165137595,0.6972477064220184,94.35779816513761,105.43119266055044,0.47355045871559637,0.7647431192660549,0.3624954128440365,22.6605504587156,43.68807339449543,0.7706422018348622,98.13761467889907
6/7/2009,40800402,2008,1610612747,101.0,0.462,0.857,0.333,20.0,35.0,1610612753,96.0,0.418,0.741,0.333,22.0,44.0,1,Lakers,Frank Vogel,Magic,Steve Clifford,109,109,105.4722222222222,0.4736574074074074,0.7638888888888887,0.3627685185185183,22.68518518518519,43.76851851851853,0.7685185185185184,98.15740740740739,100.50925925925925,0.4572407407407407,0.724416666666667,0.37503703703703717,19.277777777777803,42.342592592592574,0.7037037037037037,94.29629629629629
6/4/2009,40800401,2008,1610612747,100.0,0.461,0.833,0.333,18.0,55.0,1610612753,75.0,0.299,0.724,0.348,10.0,41.0,1,Lakers,Frank Vogel,Magic,Steve Clifford,108,108,105.52336448598129,0.4737757009345795,0.7632429906542055,0.36304672897196244,22.728971962616825,43.66355140186918,0.7663551401869158,98.37383177570092,100.74766355140187,0.45871962616822426,0.7244205607476638,0.37528971962616836,19.364485981308437,42.35514018691587,0.7102803738317757,94.24299065420561
5/30/2009,40800306,2008,1610612753,103.0,0.463,0.81,0.414,19.0,47.0,1610612739,90.0,0.443,0.5,0.45,17.0,34.0,1,Magic,Steve Clifford,Cavaliers,John Beilein,107,104,100.72641509433963,0.45867924528301884,0.7236132075471701,0.3749245283018869,19.367924528301913,42.31132075471697,0.7075471698113207,94.28301886792453,99.12621359223301,0.465378640776699,0.7511747572815534,0.38583495145631075,20.174757281553404,41.8252427184466,0.7669902912621359,90.96116504854369
5/29/2009,40800316,2008,1610612743,92.0,0.438,0.8,0.421,14.0,27.0,1610612747,119.0,0.573,1.0,0.563,28.0,38.0,0,Nuggets,Michael Malone,Lakers,Frank Vogel,105,107,104.97115384615384,0.470192307692308,0.7522500000000001,0.3674423076923078,22.33653846153846,41.721153846153825,0.6730769230769228,100.1826923076923,105.39622641509432,0.47283962264150947,0.7610094339622641,0.3611603773584904,22.679245283018872,43.71698113207549,0.7641509433962262,98.43396226415092
5/28/2009,40800305,2008,1610612739,112.0,0.5,0.794,0.5,21.0,39.0,1610612753,102.0,0.458,0.683,0.32,12.0,38.0,1,Cavaliers,John Beilein,Magic,Steve Clifford,103,106,99.0,0.4650392156862745,0.7507549019607843,0.38471568627450986,20.16666666666667,41.85294117647059,0.7647058823529411,90.8529411764706,100.71428571428571,0.45868571428571425,0.7240000000000002,0.37544761904761914,19.43809523809526,42.35238095238093,0.7142857142857143,94.11428571428571
5/27/2009,40800315,2008,1610612747,103.0,0.487,0.743,0.188,25.0,42.0,1610612743,94.0,0.386,0.767,0.292,17.0,43.0,1,Lakers,Frank Vogel,Nuggets,Michael Malone,106,104,105.4190476190476,0.4727047619047619,0.7611809523809523,0.3628095238095236,22.657142857142862,43.73333333333335,0.7619047619047618,98.47619047619045,105.07766990291262,0.4710097087378644,0.752106796116505,0.3681747572815535,22.388349514563107,41.708737864077655,0.6796116504854366,100.15533980582525
5/26/2009,40800304,2008,1610612753,116.0,0.5,0.704,0.447,21.0,38.0,1610612739,114.0,0.448,0.833,0.273,17.0,40.0,1,Magic,Steve Clifford,Cavaliers,John Beilein,105,102,100.5673076923077,0.45828846153846153,0.724192307692308,0.37475961538461544,19.423076923076945,42.39423076923075,0.7115384615384616,93.92307692307692,98.85148514851485,0.4652079207920792,0.7499405940594059,0.38582178217821783,20.1980198019802,41.87128712871287,0.7722772277227723,90.60396039603961
