,Unnamed: 0,GAME_DATE_EST,GAME_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,NAME_HOME,COACH_HOME,NAME_AWAY,COACH_AWAY,round_number_home,round_number_away,PTS_home_cur_season,FG_PCT_home_cur_season,FT_PCT_home_cur_season,FG3_PCT_home_cur_season,AST_home_cur_season,REB_home_cur_season,WINRATE_home_cur_season,PTS_LOST_home_cur_season,PTS_away_cur_season,FG_PCT_away_cur_season,FT_PCT_away_cur_season,FG3_PCT_away_cur_season,AST_away_cur_season,REB_away_cur_season,WINRATE_away_cur_season,PTS_LOST_away_cur_season
1076,1076,7/20/2021,42000406,2020,1610612749,105.0,0.451,0.862,0.222,20.0,53.0,1610612756,98.0,0.442,0.842,0.24,14.0,37.0,1,Bucks,Mike Budenholzer,Suns,Monty Williams,100,101,118.08080808080808,0.4823535353535354,0.7480303030303033,0.3716262626262628,24.949494949494948,48.303030303030305,0.6363636363636364,112.21212121212122,113.37,0.4861000000000001,0.8397900000000003,0.37511999999999995,25.990000000000006,42.89999999999999,0.6699999999999998,108.27
1077,1077,7/17/2021,42000405,2020,1610612756,119.0,0.552,0.909,0.684,23.0,35.0,1610612749,123.0,0.575,0.529,0.5,26.0,37.0,0,Suns,Monty Williams,Bucks,Mike Budenholzer,100,99,113.31313131313131,0.4854343434343435,0.8390909090909093,0.37199999999999994,26.020202020202024,42.97979797979797,0.6767676767676766,108.12121212121212,118.03061224489795,0.48140816326530617,0.7502653061224492,0.3703163265306124,24.93877551020408,48.41836734693877,0.6326530612244898,112.14285714285714
1078,1078,7/14/2021,42000404,2020,1610612749,109.0,0.402,0.828,0.241,22.0,48.0,1610612756,103.0,0.513,0.842,0.304,18.0,40.0,1,Bucks,Mike Budenholzer,Suns,Monty Williams,98,99,118.12371134020619,0.4822268041237114,0.7494639175257735,0.37164948453608265,24.969072164948454,48.422680412371136,0.6288659793814433,112.23711340206185,113.41836734693878,0.48515306122448987,0.8390612244897961,0.37269387755102035,26.102040816326536,43.010204081632644,0.683673469387755,108.11224489795919
1079,1079,7/11/2021,42000403,2020,1610612749,120.0,0.478,0.769,0.389,28.0,47.0,1610612756,100.0,0.482,0.688,0.29,21.0,36.0,1,Bucks,Mike Budenholzer,Suns,Monty Williams,97,98,118.10416666666667,0.48227083333333337,0.7492604166666669,0.3714687500000002,24.9375,48.4375,0.625,112.36458333333333,113.55670103092784,0.48518556701030935,0.8406185567010311,0.37354639175257726,26.154639175257735,43.082474226804116,0.690721649484536,107.98969072164948
1080,1080,7/8/2021,42000402,2020,1610612756,118.0,0.489,0.857,0.5,26.0,43.0,1610612749,108.0,0.452,0.652,0.29,21.0,46.0,1,Suns,Monty Williams,Bucks,Mike Budenholzer,97,96,113.51041666666667,0.48514583333333344,0.8404479166666668,0.3722291666666666,26.156250000000004,43.08333333333332,0.6874999999999999,107.98958333333333,118.21052631578948,0.48258947368421057,0.750284210526316,0.37232631578947384,24.978947368421053,48.463157894736845,0.631578947368421,112.30526315789474
1081,1081,7/6/2021,42000401,2020,1610612756,118.0,0.466,0.962,0.324,18.0,43.0,1610612749,105.0,0.455,0.563,0.444,21.0,47.0,1,Suns,Monty Williams,Bucks,Mike Budenholzer,96,95,113.46315789473684,0.48534736842105275,0.8391684210526318,0.37273684210526314,26.2421052631579,43.08421052631578,0.6842105263157893,108.02105263157895,118.35106382978724,0.4828829787234043,0.752276595744681,0.3715638297872342,25.02127659574468,48.47872340425532,0.6382978723404256,112.24468085106383
1082,1082,7/3/2021,42000306,2020,1610612737,107.0,0.413,0.826,0.375,22.0,43.0,1610612749,118.0,0.461,0.905,0.378,24.0,46.0,0,Hawks,Lloyd Pierce,Bucks,Mike Budenholzer,98,94,112.82474226804123,0.4635360824742267,0.8105979381443302,0.36394845360824735,23.43298969072164,45.58762886597938,0.5773195876288658,110.97938144329896,118.35483870967742,0.48311827956989256,0.7506344086021507,0.3714946236559141,25.032258064516128,48.505376344086024,0.6344086021505376,112.3010752688172
1083,1083,7/1/2021,42000305,2020,1610612749,123.0,0.505,0.72,0.31,28.0,47.0,1610612737,112.0,0.456,0.789,0.395,24.0,40.0,1,Bucks,Mike Budenholzer,Hawks,Lloyd Pierce,93,97,118.30434782608695,0.4828804347826087,0.750967391304348,0.372163043478261,25.0,48.52173913043478,0.6304347826086957,112.30434782608695,112.83333333333333,0.46361458333333316,0.810822916666667,0.36362499999999986,23.427083333333325,45.645833333333336,0.5833333333333331,110.85416666666667
1084,1084,6/30/2021,42000316,2020,1610612746,103.0,0.418,0.781,0.308,18.0,32.0,1610612756,130.0,0.564,0.636,0.548,27.0,47.0,0,Clippers,Doc Rivers,Suns,Monty Williams,95,95,112.95744680851064,0.4798191489361703,0.835393617021277,0.4047659574468084,23.585106382978722,43.595744680851055,0.6063829787234041,107.72340425531915,113.2872340425532,0.48451063829787244,0.8413297872340428,0.37087234042553185,26.234042553191493,43.042553191489354,0.6808510638297871,108.07446808510639
1085,1085,6/29/2021,42000304,2020,1610612737,110.0,0.506,0.846,0.342,26.0,43.0,1610612749,88.0,0.393,0.737,0.205,19.0,43.0,1,Hawks,Lloyd Pierce,Bucks,Mike Budenholzer,96,92,112.86315789473684,0.4631684210526314,0.8104526315789476,0.36385263157894726,23.39999999999999,45.67368421052632,0.5789473684210524,111.09473684210526,118.63736263736264,0.48386813186813193,0.7511208791208793,0.37400000000000017,25.065934065934066,48.582417582417584,0.6373626373626374,112.32967032967034
