logiProb,poisProb,Obs,model
0.42426058,0.506130966,1,M5
0.541778301,0.515361019,0,M5
0.425158,0.505605727,0,M5
0.54219221,0.514276799,0,M5
0.776231752,0.666949359,0,M5
0.776377981,0.667201589,1,M5
0.689141439,0.658606781,1,M5
0.687631665,0.658315113,1,M5
0.584377351,0.608500068,1,M5
0.433859411,0.446732764,0,M5
0.646773041,0.567357565,1,M5
0.800228883,0.714568862,1,M5
0.702181886,0.701902192,0,M5
0.584163729,0.608500927,1,M5
0.773316244,0.723682839,1,M5
0.398181959,0.451391728,0,M5
0.524768386,0.465628629,1,M5
0.434342805,0.447694841,1,M5
0.524458733,0.464892378,1,M5
0.583407924,0.607883097,1,M5
0.39854487,0.451211061,0,M5
0.434733344,0.447073537,0,M5
0.796474045,0.715254903,1,M5
0.774050502,0.724606163,0,M5
0.702340505,0.703667996,0,M5
0.645796747,0.567134145,1,M5
0.796828392,0.714902517,0,M5
0.774199835,0.723243773,1,M5
0.702715245,0.704044338,1,M5
0.64590535,0.566868102,0,M5
0.576155306,0.550870154,0,M5
0.49736522,0.5048102,0,M5
0.536780712,0.497645415,0,M5
0.417704156,0.443225337,0,M5
0.605609616,0.526591964,1,M5
0.484993005,0.491098825,1,M5
0.657990846,0.622642427,0,M5
0.690866243,0.674116443,1,M5
0.782732733,0.730315574,0,M5
0.727585495,0.669898053,0,M5
0.737902197,0.688667675,1,M5
0.633670478,0.645567354,0,M5
0.574908091,0.550627292,1,M5
0.537835725,0.497420334,1,M5
0.417214609,0.44432324,1,M5
0.405993721,0.406112611,0,M5
0.484072591,0.490432381,1,M5
0.267340336,0.359049718,0,M5
0.496186826,0.503641829,1,M5
0.659059161,0.622626132,1,M5
0.602780996,0.525663526,1,M5
0.535722041,0.497665459,1,M5
0.416985742,0.444661727,0,M5
0.497180472,0.503735752,0,M5
0.408752697,0.405912025,0,M5
0.484361813,0.491492583,1,M5
0.268038784,0.359660446,0,M5
0.659158209,0.623356575,1,M5
0.601964862,0.525283309,1,M5
0.78706357,0.758036775,1,M5
0.78267711,0.728865908,1,M5
0.692469594,0.672599961,1,M5
0.726069061,0.670528893,1,M5
0.739366158,0.687619328,0,M5
0.877128938,0.792753974,1,M5
0.575398736,0.549050729,0,M5
0.636427006,0.646724938,1,M5
0.691361431,0.671432571,1,M5
0.786452889,0.756903469,1,M5
0.876212368,0.792964559,1,M5
0.780523779,0.728145234,1,M5
0.573802621,0.548835852,1,M5
0.634664693,0.647918216,1,M5
0.725771249,0.67046849,1,M5
0.739728401,0.688530982,1,M5
0.704684997,0.687308236,1,M5
0.514556874,0.484781562,0,M5
0.515737471,0.48479826,0,M5
0.702223408,0.686795693,0,M5
0.701337746,0.687080606,1,M5
0.570057697,0.575258692,0,M5
0.654660414,0.588203896,1,M5
0.654655078,0.605139406,1,M5
0.578683535,0.585566704,1,M5
0.571364377,0.575533764,1,M5
0.653913973,0.587194625,1,M5
0.570793419,0.576706305,1,M5
0.652891113,0.587164551,1,M5
0.652610654,0.603487745,1,M5
0.580019849,0.584927153,0,M5
0.651412572,0.603394227,1,M5
0.579122307,0.584320099,1,M5
0.433658067,0.481254296,0,M5
0.592231426,0.596421878,0,M5
0.751856119,0.700647877,1,M5
0.744116246,0.682202873,1,M5
0.772239062,0.683599455,0,M5
0.638015267,0.586229467,1,M5
0.458084829,0.467998088,0,M5
0.471320576,0.493915984,1,M5
0.431775571,0.484127894,0,M5
0.592212638,0.59665591,1,M5
0.456496448,0.467912105,1,M5
0.472124621,0.494261876,0,M5
0.433764518,0.485680009,0,M5
0.592361357,0.595820059,0,M5
0.752441632,0.700900955,1,M5
0.742728249,0.68113466,1,M5
0.770886665,0.681089424,1,M5
0.635928331,0.587321776,1,M5
0.751469897,0.700691275,1,M5
0.740879825,0.680088661,1,M5
0.637367026,0.588571014,0,M5
0.771314361,0.680565503,0,M5
0.763718112,0.709851999,1,M5
0.643848176,0.679011973,0,M5
0.790375424,0.702562953,1,M5
0.701341868,0.718926546,1,M5
0.707836602,0.654850795,1,M5
0.586656628,0.493548691,1,M5
0.438133192,0.461955471,1,M5
0.574647933,0.549947336,1,M5
0.519141781,0.443956876,0,M5
0.514698584,0.523988796,1,M5
0.408087923,0.463799052,0,M5
0.763635093,0.709347679,1,M5
0.645553771,0.67859452,1,M5
0.661190952,0.634496607,1,M5
0.735313893,0.649153208,0,M5
0.699541488,0.719971371,0,M5
0.706755018,0.654974027,1,M5
0.377869245,0.460481008,0,M5
0.791001161,0.701734189,0,M5
0.437867155,0.46196699,0,M5
0.575212048,0.549093956,1,M5
0.58618022,0.494215319,0,M5
0.513029781,0.523071657,1,M5
0.477335837,0.519165881,1,M5
0.406891707,0.464096827,0,M5
0.518778496,0.44279282,0,M5
0.438151931,0.461655321,1,M5
0.378628136,0.461185683,0,M5
0.586108497,0.493785645,1,M5
0.477213647,0.519746604,0,M5
0.575053071,0.549427649,0,M5
0.4056724,0.463342889,1,M5
0.51875593,0.442328673,1,M5
0.512803633,0.52276222,0,M5
0.809033604,0.70577159,1,M5
0.76459693,0.710966702,0,M5
0.661125607,0.634978599,0,M5
0.791130788,0.702498004,1,M5
0.645586475,0.68029657,1,M5
0.735713542,0.649427402,0,M5
0.699968339,0.721702055,0,M5
0.704378713,0.65396773,1,M5
0.736082633,0.648995644,0,M5
0.660841754,0.63498166,0,M5
0.808722842,0.705111165,1,M5
0.764770509,0.711585068,1,M5
0.79149642,0.702037415,0,M5
0.699024933,0.722650451,1,M5
0.645611541,0.68039179,0,M5
0.704087753,0.653862047,0,M5
0.394704826,0.39822024,0,M5
0.793875005,0.760474973,1,M5
0.397505125,0.398439047,0,M5
0.397338601,0.398618505,1,M5
0.792049705,0.760577507,0,M5
0.791751735,0.760727545,1,M5
0.712916832,0.722306792,1,M5
0.535168195,0.549847459,1,M5
0.509201618,0.445473214,1,M5
0.535457877,0.550134927,1,M5
0.512634545,0.44646492,0,M5
0.684059451,0.625062531,0,M5
0.711769422,0.721935131,1,M5
0.684382457,0.625380465,0,M5
0.712090178,0.721916766,1,M5
0.629907774,0.56174353,1,M5
0.455697442,0.468285825,0,M5
0.458691646,0.390318567,0,M5
0.588983007,0.557878718,0,M5
0.59351493,0.616595288,0,M5
0.748067348,0.763045749,1,M5
0.751160849,0.698314641,1,M5
0.633035213,0.616827557,1,M5
0.62668948,0.561745873,1,M5
0.454625712,0.466878638,0,M5
0.461879285,0.390346774,0,M5
0.588023187,0.555819094,0,M5
0.592447884,0.61468414,1,M5
0.454865897,0.466768234,1,M5
0.460918862,0.389285684,1,M5
0.588257447,0.556571956,1,M5
0.590173748,0.61459937,1,M5
0.631450883,0.563559517,1,M5
0.631924812,0.616682405,1,M5
0.750607303,0.698133284,1,M5
0.747530162,0.765252758,0,M5
0.632563587,0.616807283,0,M5
0.632490946,0.564273258,0,M5
0.750734493,0.698039155,0,M5
0.746443593,0.765357601,1,M5
0.587000855,0.55802792,1,M5
0.375531578,0.380360779,0,M5
0.46059451,0.510061143,0,M5
0.623152558,0.617362928,0,M5
0.638462359,0.534428,1,M5
0.809401403,0.771569644,1,M5
0.711670677,0.636484757,1,M5
0.587334482,0.559958755,0,M5
0.375244104,0.378864419,1,M5
0.747471771,0.657828886,0,M5
0.584471117,0.635707919,1,M5
0.426119279,0.477482125,0,M5
0.622984527,0.615722213,0,M5
0.556707237,0.523824711,1,M5
0.508500431,0.541159619,1,M5
0.337307734,0.348705396,0,M5
0.584703312,0.63589758,0,M5
0.374539118,0.37810471,1,M5
0.460849978,0.509286707,1,M5
0.556285501,0.523985778,1,M5
0.620094527,0.615176327,1,M5
0.508288892,0.541000359,0,M5
0.426595684,0.477983031,0,M5
0.460977894,0.509236481,0,M5
0.336968,0.34913847,0,M5
0.589223081,0.56162575,0,M5
0.636549604,0.532257707,1,M5
0.810325586,0.772456104,1,M5
0.772424994,0.69174094,1,M5
0.671366303,0.648226787,0,M5
0.711870081,0.635941856,1,M5
0.746507207,0.65903441,1,M5
0.834281901,0.797520486,1,M5
0.635210799,0.531629587,1,M5
0.587634748,0.562583259,1,M5
0.771716892,0.691240567,1,M5
0.810369473,0.771980515,1,M5
0.671702876,0.648530021,0,M5
0.834208855,0.798204491,1,M5
0.745730724,0.659184652,1,M5
0.711248352,0.634698297,1,M5
0.776985234,0.653960309,1,M5
0.546204338,0.499844854,0,M5
0.908304555,0.862519299,1,M5
0.770090497,0.641643326,1,M5
0.312528915,0.410981818,0,M5
0.445371137,0.401656153,0,M5
0.684620664,0.668024698,1,M5
0.786647233,0.735675699,1,M5
0.442977841,0.437326035,1,M5
0.282273339,0.352803077,0,M5
0.623642399,0.585352397,0,M5
0.813647852,0.68066746,1,M5
0.584808211,0.538991247,1,M5
0.506387204,0.517938955,1,M5
0.813065815,0.705835706,0,M5
0.359873563,0.462589731,1,M5
0.814222391,0.705918298,0,M5
0.359347632,0.463527422,0,M5
0.356508374,0.462339922,1,M5
0.81319361,0.706016377,1,M5
0.812296528,0.706038088,1,M5
0.811785766,0.66497012,1,M5
0.367256785,0.513234782,0,M5
0.59813545,0.570461714,0,M5
0.81077668,0.664750535,1,M5
0.623126532,0.599682643,1,M5
0.365729473,0.51079228,1,M5
0.601644369,0.570934097,1,M5
0.363282854,0.509451461,1,M5
0.60016695,0.571207558,1,M5
0.622966016,0.59911466,1,M5
0.811372312,0.666890381,1,M5
0.619734111,0.599071289,1,M5
0.811369398,0.667347959,0,M5
0.689087529,0.665541576,1,M5
0.531857217,0.498434563,1,M5
0.475309081,0.482817025,1,M5
0.689440669,0.665952932,1,M5
0.888921455,0.779950983,1,M5
0.727802791,0.68249677,0,M5
0.53218745,0.498822502,1,M5
0.239094277,0.374312415,0,M5
0.561176308,0.562688611,0,M5
0.47400221,0.483452035,1,M5
0.532226091,0.498802692,0,M5
0.238145996,0.373250324,1,M5
0.474026536,0.484399035,0,M5
0.562274017,0.562497671,0,M5
0.689398427,0.665190585,1,M5
0.648424117,0.606556153,1,M5
0.690270656,0.665464949,0,M5
0.88919575,0.781849034,1,M5
0.647664436,0.605884107,1,M5
0.727715471,0.680939512,0,M5
0.623601503,0.55291399,1,M5
0.888742213,0.782740266,1,M5
0.729017773,0.664643112,1,M5
0.72443174,0.679418967,1,M5
0.468514047,0.514429193,1,M5
0.488060567,0.501555713,1,M5
0.601339729,0.6160742,0,M5
0.530909657,0.540778506,0,M5
0.622778011,0.553184483,0,M5
0.736807286,0.657347457,0,M5
0.881650345,0.809417732,1,M5
0.730685574,0.664879587,1,M5
0.685402051,0.629200108,1,M5
0.601974749,0.616442582,1,M5
0.767085472,0.750474868,1,M5
0.466404648,0.514071246,1,M5
0.424595027,0.471458507,0,M5
0.533344283,0.542932598,1,M5
0.359687273,0.308289352,0,M5
0.250106443,0.339903109,0,M5
0.48562428,0.501087257,1,M5
0.600872139,0.616156274,1,M5
0.42939651,0.408485723,0,M5
0.465842635,0.514323714,1,M5
0.425324822,0.471536377,0,M5
0.532772942,0.542701328,1,M5
0.359807703,0.309211151,0,M5
0.487089967,0.501845798,0,M5
0.25025347,0.339721742,1,M5
0.43242793,0.409531905,0,M5
0.76904212,0.692089373,1,M5
0.736051109,0.656673565,1,M5
0.621824098,0.551904329,1,M5
0.684320441,0.628520206,1,M5
0.811825523,0.81980481,1,M5
0.729883132,0.664319085,1,M5
0.764447194,0.749149669,0,M5
0.880102329,0.80813664,1,M5
0.81001995,0.81923975,1,M5
0.734367507,0.656962586,1,M5
0.618172477,0.549971761,1,M5
0.769269673,0.691587455,1,M5
0.730723118,0.665274113,0,M5
0.879001177,0.807185289,1,M5
0.684690141,0.629343373,1,M5
0.761302958,0.74860937,1,M5
0.721062172,0.648795753,1,M5
0.727744393,0.677780698,1,M5
0.253667637,0.321447148,1,M5
0.304565699,0.31012638,1,M5
0.873193043,0.814702475,1,M5
0.527386066,0.54700111,1,M5
0.471371171,0.437453988,0,M5
0.581468402,0.61663513,1,M5
0.311091294,0.321314372,0,M5
0.755741162,0.697487902,1,M5
0.229463489,0.297158515,0,M5
0.901176041,0.784152651,1,M5
0.769020406,0.692003237,0,M5
0.487042974,0.457187358,1,M5
0.819094471,0.791201998,1,M5
0.345949647,0.362268971,1,M5
0.345946182,0.362023016,0,M5
0.819002469,0.792238183,1,M5
0.817857467,0.791052006,1,M5
0.603950808,0.599145253,0,M5
0.618143422,0.58226507,1,M5
0.495020035,0.508373238,0,M5
0.61797543,0.582838922,0,M5
0.49571922,0.507884477,0,M5
0.609350817,0.599475751,0,M5
0.610100518,0.599487352,0,M5
0.708695029,0.664507244,1,M5
0.658296795,0.614746242,1,M5
0.708870505,0.665398776,1,M5
0.566446442,0.566289762,1,M5
0.494711856,0.521840177,0,M5
0.655602196,0.61330412,1,M5
0.715479822,0.653969641,1,M5
0.321993969,0.416304944,0,M5
0.492229982,0.52211952,1,M5
0.610155805,0.610644818,0,M5
0.56709684,0.566883896,1,M5
0.322506273,0.414671902,0,M5
0.612365587,0.610098561,0,M5
0.492832636,0.52261703,0,M5
0.564530575,0.566143669,1,M5
0.837029433,0.744809045,1,M5
0.604589654,0.567479153,1,M5
0.714289589,0.653135865,1,M5
0.836516284,0.744948855,1,M5
0.658589679,0.613989765,1,M5
0.716382411,0.653815187,0,M5
0.603856203,0.567362032,1,M5
0.657889568,0.61323989,1,M5
0.654567569,0.572544352,0,M5
0.579344316,0.543563341,0,M5
0.479490837,0.516546564,0,M5
0.561901811,0.598102199,0,M5
0.476096954,0.47788741,0,M5
0.387435261,0.406887469,0,M5
0.730428006,0.655951428,1,M5
0.644298343,0.633645752,1,M5
0.682087103,0.682934655,1,M5
0.653887537,0.574269222,0,M5
0.792018497,0.746055212,1,M5
0.725526681,0.689925919,1,M5
0.578333864,0.541935107,1,M5
0.270469331,0.300172221,0,M5
0.502973628,0.506213101,0,M5
0.538717255,0.494646385,0,M5
0.480338508,0.517368438,0,M5
0.561989152,0.597899336,1,M5
0.388090833,0.408483499,1,M5
0.270207677,0.300548216,0,M5
0.478726803,0.479079834,0,M5
0.576504059,0.540780245,1,M5
0.481924962,0.519224028,0,M5
0.538661151,0.493769524,1,M5
0.561910382,0.596523624,0,M5
0.50293862,0.506271577,0,M5
0.475595208,0.477665678,1,M5
0.387200446,0.40756314,1,M5
0.682689444,0.685155731,1,M5
0.864928617,0.836468184,1,M5
0.646256838,0.635621775,1,M5
0.653812954,0.576047556,1,M5
0.729666785,0.655337092,0,M5
0.727673762,0.690725886,1,M5
0.791796127,0.746381514,1,M5
0.707550702,0.670139321,1,M5
0.646202006,0.634946855,1,M5
0.864617763,0.83695579,1,M5
0.729420276,0.654821872,0,M5
0.679860161,0.685500354,1,M5
0.789854924,0.746020784,1,M5
0.653383782,0.576688024,0,M5
0.728768809,0.691358445,0,M5
0.708212028,0.67037306,1,M5
0.441307178,0.438539797,0,M5
0.441329541,0.438623792,0,M5
0.752102644,0.728514821,1,M5
0.751839485,0.727783005,1,M5
0.649867084,0.647548191,0,M5
0.68337265,0.672168824,0,M5
0.566311343,0.527299007,1,M5
0.529180341,0.497372356,1,M5
0.65226159,0.648191186,1,M5
0.683214294,0.670712728,1,M5
0.565520901,0.528456084,0,M5
0.529181691,0.499854667,1,M5
0.561405473,0.52701608,1,M5
0.52614537,0.498931464,1,M5
0.654073283,0.648355746,1,M5
0.685791508,0.669103465,1,M5
0.654735635,0.648920188,0,M5
0.683723468,0.668401095,1,M5
0.690372442,0.603043971,1,M5
0.777834687,0.722155912,1,M5
0.765097634,0.667804834,1,M5
0.519024201,0.568149179,1,M5
0.493153668,0.410233449,1,M5
0.411822794,0.448216964,0,M5
0.426295926,0.499036694,0,M5
0.518794603,0.567871355,0,M5
0.493316199,0.409827418,1,M5
0.409881351,0.447573478,1,M5
0.427920474,0.499652213,0,M5
0.690640779,0.603278054,1,M5
0.71479331,0.751276694,0,M5
0.763274328,0.667999007,0,M5
0.714586841,0.75171041,0,M5
0.77747225,0.721314803,1,M5
0.689227918,0.601809696,1,M5
0.625519004,0.58111735,1,M5
0.762443981,0.66756368,1,M5
0.745555801,0.697188981,1,M5
0.776074033,0.720401667,1,M5
0.590775049,0.592450683,1,M5
0.627882176,0.602625228,1,M5
0.439777993,0.421960507,0,M5
0.45206535,0.466911855,1,M5
0.75578519,0.737083147,1,M5
0.629225336,0.58308041,1,M5
0.806144232,0.743569052,1,M5
0.586796969,0.567135397,1,M5
0.746328621,0.69714584,1,M5
0.664050535,0.653194613,1,M5
0.737265302,0.627341776,1,M5
0.369833543,0.418430969,0,M5
0.626615596,0.600780252,1,M5
0.439783108,0.422337045,1,M5
0.59019197,0.591148226,0,M5
0.452040004,0.466813865,1,M5
0.464068948,0.542134311,1,M5
0.544377929,0.515335957,0,M5
0.57566242,0.536236974,1,M5
0.368273903,0.41686023,1,M5
0.625823413,0.600464375,1,M5
0.590718135,0.591137279,1,M5
0.437854201,0.421512842,1,M5
0.449350546,0.465729434,1,M5
0.574069017,0.535494861,1,M5
0.464955534,0.541850584,0,M5
0.545911848,0.515753648,0,M5
0.629026423,0.584197531,1,M5
0.589014198,0.569060986,0,M5
0.805087272,0.742359714,1,M5
0.757114258,0.73883672,1,M5
0.747878549,0.695763241,1,M5
0.645728572,0.638582249,0,M5
0.663929073,0.65433844,0,M5
0.736033373,0.6300798,1,M5
0.805300339,0.74264246,1,M5
0.588592849,0.569322842,1,M5
0.630624657,0.585372415,0,M5
0.748003158,0.69495837,1,M5
0.73438911,0.630901198,1,M5
0.756868649,0.739200361,1,M5
0.661739886,0.652751686,1,M5
0.645448653,0.637631592,0,M5
0.599463226,0.59421125,0,M5
0.617806521,0.58387663,0,M5
0.600205902,0.594976426,0,M5
0.601039632,0.595101307,0,M5
0.615989078,0.582991874,0,M5
0.615536526,0.582985698,1,M5
0.620629881,0.555084505,1,M5
0.601128125,0.622853334,0,M5
0.618875614,0.55274175,1,M5
0.549557248,0.538379758,0,M5
0.618570765,0.551865488,1,M5
0.549818428,0.537327198,0,M5
0.600765725,0.623865193,1,M5
0.666428435,0.640758715,1,M5
0.600660515,0.624346019,1,M5
0.664618619,0.640314205,1,M5
0.627081681,0.590094138,0,M5
0.699867877,0.687242589,1,M5
0.60415854,0.57157595,0,M5
0.507707164,0.484765633,1,M5
0.595488731,0.584334574,1,M5
0.71014076,0.679594864,1,M5
0.608470223,0.606274344,1,M5
0.625444105,0.5903377,1,M5
0.697306616,0.684930345,1,M5
0.499390258,0.491217247,0,M5
0.603945659,0.571721433,1,M5
0.510885715,0.486435667,0,M5
0.597334668,0.584513405,0,M5
0.603852986,0.572904579,1,M5
0.499346055,0.490714908,0,M5
0.597846993,0.584331934,1,M5
0.508758724,0.485525069,1,M5
0.625033964,0.589746247,0,M5
0.608366835,0.604819514,1,M5
0.707701086,0.679507149,1,M5
0.698855716,0.685541087,0,M5
0.624802125,0.589029314,1,M5
0.709507395,0.679336946,0,M5
0.608470057,0.605704698,1,M5
0.698194761,0.685868108,1,M5
0.67627124,0.649235894,1,M5
0.489258566,0.4750815,0,M5
0.540467426,0.521226009,1,M5
0.66495639,0.566551819,1,M5
0.719734989,0.697348742,0,M5
0.67621362,0.649134951,1,M5
0.648845091,0.588072458,1,M5
0.809210168,0.727714969,1,M5
0.736366982,0.655024985,1,M5
0.381191269,0.376589483,0,M5
0.542095889,0.60690698,1,M5
0.587046043,0.580407057,0,M5
0.488641642,0.474805274,0,M5
0.363716281,0.431974569,0,M5
0.572332384,0.588868675,0,M5
0.541755379,0.606865517,0,M5
0.382026434,0.375860134,0,M5
0.542929528,0.522345248,0,M5
0.463841734,0.519181242,0,M5
0.363654145,0.431435261,0,M5
0.587368678,0.580189169,0,M5
0.571446511,0.587601343,1,M5
0.4652449,0.520006236,0,M5
0.542655033,0.522251468,1,M5
0.491351339,0.475354831,0,M5
0.62741019,0.592123423,1,M5
0.797355301,0.775324129,1,M5
0.664073901,0.56720561,1,M5
0.806037035,0.727667007,1,M5
0.675032036,0.647090685,1,M5
0.646946246,0.588613383,1,M5
0.717418845,0.698176724,0,M5
0.733905308,0.65544953,1,M5
0.626852579,0.593273695,1,M5
0.646659187,0.588370461,1,M5
0.795083748,0.774319873,1,M5
0.660723737,0.5655939,1,M5
0.734264714,0.655593092,0,M5
0.805808021,0.727970059,0,M5
0.716308755,0.698401102,1,M5
0.675093236,0.646550077,0,M5
0.486586555,0.529653319,0,M5
0.720891491,0.638611789,0,M5
0.486819409,0.529652046,0,M5
0.486171921,0.529678089,1,M5
0.720837757,0.637352027,1,M5
0.719588559,0.636911026,1,M5
0.515911235,0.506806039,1,M5
0.64451956,0.635077316,1,M5
0.696971678,0.658625643,1,M5
0.573162732,0.532902279,0,M5
0.517216863,0.507380637,1,M5
0.572684437,0.533565571,1,M5
0.645654386,0.634513341,1,M5
0.517834988,0.507277573,0,M5
0.64497106,0.633380379,1,M5
0.695484019,0.659953664,0,M5
0.626752145,0.649620336,0,M5
0.695275413,0.660024129,0,M5
0.583901366,0.518343712,1,M5
0.636741065,0.629707371,1,M5
0.628023047,0.649212033,0,M5
0.688929233,0.582010875,0,M5
0.577365986,0.542500357,0,M5
0.522459171,0.587026037,0,M5
0.583935115,0.51904821,0,M5
0.789591177,0.738186167,0,M5
0.577708871,0.542427632,0,M5
0.583601675,0.517518158,0,M5
0.690838212,0.582770194,0,M5
0.63576829,0.630246187,1,M5
0.393953648,0.417967539,0,M5
0.520587136,0.587663067,0,M5
0.62830818,0.650787936,0,M5
0.392605226,0.417104385,1,M5
0.636941271,0.630425654,0,M5
0.519944929,0.587882457,0,M5
0.626235404,0.651028212,1,M5
0.640438941,0.603867967,1,M5
0.790303543,0.740552307,0,M5
0.690106186,0.58081784,0,M5
0.651113402,0.598659698,1,M5
0.790583318,0.740841035,0,M5
0.571329601,0.568426289,1,M5
0.691454593,0.580999964,0,M5
0.484545658,0.552732966,0,M5
0.559764622,0.56910375,0,M5
0.854373421,0.796900243,1,M5
0.636285369,0.602420345,1,M5
0.764192288,0.708874531,1,M5
0.708787003,0.618868717,1,M5
0.650041548,0.599601456,1,M5
0.290545544,0.343554499,0,M5
0.575787442,0.570916905,1,M5
0.582323958,0.612074262,1,M5
0.425959745,0.456177559,0,M5
0.544642947,0.510577918,0,M5
0.490298579,0.55534872,1,M5
0.337365572,0.416436344,0,M5
0.560793582,0.570563155,1,M5
0.5747999,0.569528002,1,M5
0.426075191,0.455650546,0,M5
0.582041698,0.611743532,1,M5
0.291111316,0.343003301,0,M5
0.339727326,0.416556389,0,M5
0.556357189,0.568566622,1,M5
0.544662416,0.510146929,0,M5
0.490497614,0.555560011,0,M5
0.637659697,0.556230528,0,M5
0.635688014,0.602137743,1,M5
0.852851702,0.797844461,1,M5
0.761221281,0.707540701,1,M5
0.708537957,0.618180109,0,M5
0.66680275,0.655403249,1,M5
0.655263891,0.602106671,0,M5
0.821955901,0.739767503,1,M5
0.853378855,0.798010925,0,M5
0.638226214,0.556778654,0,M5
0.634551083,0.601673592,1,M5
0.761496612,0.707472005,0,M5
0.654613791,0.601374722,1,M5
0.820654308,0.738879462,1,M5
0.666658399,0.654344017,1,M5
0.708085526,0.6177446,1,M5
0.586231889,0.602613447,1,M5
0.617572559,0.565778922,0,M5
0.58657151,0.60116473,1,M5
0.584888512,0.599953922,1,M5
0.618111575,0.567689055,1,M5
0.617279114,0.567065146,1,M5
0.490472133,0.460985714,0,M5
0.705000624,0.700214401,1,M5
0.591903015,0.600634047,0,M5
0.488539472,0.460108355,1,M5
0.606022791,0.563322515,0,M5
0.488929084,0.459963849,0,M5
0.590745994,0.600218652,0,M5
0.703416899,0.699713443,1,M5
0.589834628,0.600330137,1,M5
0.703057726,0.698958065,0,M5
0.607163518,0.564139925,1,M5
0.607001134,0.564709155,1,M5
0.732297083,0.687939155,0,M5
0.584599005,0.527525533,0,M5
0.452260245,0.470349087,0,M5
0.524748179,0.504896741,1,M5
0.617453107,0.641403582,1,M5
0.731961951,0.687997851,0,M5
0.668198264,0.655961564,0,M5
0.585247742,0.527027695,1,M5
0.452928029,0.469244441,1,M5
0.523252072,0.504426354,1,M5
0.616739832,0.640971987,1,M5
0.581673301,0.574391369,0,M5
0.520523268,0.503517683,1,M5
0.454288498,0.47023928,0,M5
0.582711371,0.574643171,0,M5
0.617096919,0.641372278,1,M5
0.670996487,0.658129727,1,M5
0.621046086,0.589609781,1,M5
0.671304905,0.658370325,1,M5
0.729365086,0.68688115,1,M5
0.580449322,0.525136856,1,M5
0.619557014,0.588990565,1,M5
0.729168324,0.687370471,0,M5
0.662402358,0.660419942,1,M5
0.579778357,0.524223943,1,M5
0.534355537,0.499516428,0,M5
0.53109035,0.492830963,0,M5
0.583488367,0.550230022,0,M5
0.768249353,0.759595807,1,M5
0.662407967,0.660748986,0,M5
0.576557814,0.592646548,0,M5
0.80372102,0.76253433,1,M5
0.702609954,0.62618186,1,M5
0.668560624,0.669756254,1,M5
0.619527645,0.610018335,1,M5
0.355285677,0.385725489,1,M5
0.406304129,0.386607626,0,M5
0.626092795,0.568885784,1,M5
0.586672233,0.552304723,0,M5
0.488910147,0.539481856,0,M5
0.536781122,0.499428186,0,M5
0.358137531,0.38656491,0,M5
0.406551769,0.38654787,0,M5
0.528759961,0.493239207,1,M5
0.513357228,0.425787296,0,M5
0.625114813,0.569291911,1,M5
0.488730406,0.539358202,1,M5
0.537126144,0.498641179,0,M5
0.516214112,0.426304771,0,M5
0.585592735,0.552245257,1,M5
0.528494228,0.493734796,0,M5
0.800368831,0.761145705,1,M5
0.578550362,0.59195095,1,M5
0.767228492,0.758301438,1,M5
0.659681398,0.661924576,0,M5
0.620304109,0.610820742,0,M5
0.699711881,0.626456425,1,M5
0.678089361,0.72632958,1,M5
0.669131827,0.667335948,1,M5
0.800498506,0.759631708,1,M5
0.619828221,0.611252131,1,M5
0.577958906,0.591169497,0,M5
0.766955081,0.758310672,0,M5
0.679011703,0.728005615,1,M5
0.660382815,0.661713584,0,M5
0.699221416,0.62718152,1,M5
0.670522767,0.66938375,0,M5
0.687901903771107,0.618836629494418,0,"M4"
0.550253701790695,0.564302752396129,1,"M4"
0.549750735685883,0.563947059270292,1,"M4"
0.55013338351141,0.565134200389678,1,"M4"
0.688483759026744,0.618618290220566,1,"M4"
0.687738948704963,0.618452680409273,1,"M4"
0.63507566632418,0.647096399424194,0,"M4"
0.557972621749151,0.525994169962231,1,"M4"
0.603201619057263,0.540427337878209,1,"M4"
0.674600825773855,0.649778974076319,1,"M4"
0.635703415677444,0.649383788478577,1,"M4"
0.559404608781596,0.528007376511997,1,"M4"
0.635644351183965,0.650933205161477,0,"M4"
0.560151445444276,0.529553379312293,1,"M4"
0.603483068656297,0.538618530243304,1,"M4"
0.673196230569101,0.647626196535743,1,"M4"
0.602657230598303,0.537031346931461,0,"M4"
0.671609060283016,0.644520715535883,0,"M4"
0.653381416380504,0.642632681718701,0,"M4"
0.801841230103419,0.757076071666827,1,"M4"
0.769132044729779,0.737401259495076,1,"M4"
0.438749238579483,0.424681492631636,0,"M4"
0.58595863044228,0.533673092142645,0,"M4"
0.394385924703988,0.415462587854891,1,"M4"
0.65387422486688,0.643799881907679,1,"M4"
0.769020138452896,0.738115308312855,0,"M4"
0.739159671615112,0.702435433275308,1,"M4"
0.802747888260503,0.756762295403943,1,"M4"
0.439278605176381,0.425963161683358,1,"M4"
0.585794462741982,0.53312310425138,1,"M4"
0.481875568071103,0.468157328309823,0,"M4"
0.392622796926063,0.414057459622871,1,"M4"
0.586968830646688,0.534828889098106,1,"M4"
0.440360679981001,0.427235358243167,1,"M4"
0.391862225300692,0.41271056009014,0,"M4"
0.482803994089126,0.468603238545727,0,"M4"
0.73818616519646,0.701337000799607,1,"M4"
0.804723879220587,0.759597053773597,0,"M4"
0.767026518638165,0.734875652639046,1,"M4"
