logiProb,poisProb,Obs,model
0.788003496526796,0.701701889162981,1,"M3"
0.701005255551606,0.593138391032537,1,"M3"
0.743408792712303,0.71283663234495,1,"M3"
0.764849930043773,0.747270248862337,0,"M3"
0.842629967931223,0.736084265864338,0,"M3"
0.787700238033515,0.700718507653281,1,"M3"
0.586511876387002,0.619123383070435,1,"M3"
0.545543491990874,0.604626628672743,1,"M3"
0.522483625140586,0.508852845414941,0,"M3"
0.543950391555576,0.581711064917448,1,"M3"
0.65385266092962,0.60046687526727,1,"M3"
0.653554784937029,0.600220501408303,0,"M3"
0.652711403761078,0.601707637001364,1,"M3"
0.544517368835184,0.578620491090838,1,"M3"
0.543842273760417,0.577873921290054,1,"M3"
0.712355053084613,0.634282588703574,0,"M3"
0.490946832226788,0.503880696510276,1,"M3"
0.47828129500005,0.538120590270006,1,"M3"
0.713063949438061,0.667651339574107,0,"M3"
0.709978060639627,0.633138591261057,1,"M3"
0.710732324824521,0.664889066223149,1,"M3"
0.710758049200876,0.633543331803684,0,"M3"
0.489668753546624,0.509670667156876,1,"M3"
0.47994533766583,0.539306220870792,0,"M3"
0.489486078318235,0.509820302885887,1,"M3"
0.478693381259445,0.538720009071522,1,"M3"
0.480904871986745,0.487803979425111,0,"M3"
0.604155976369429,0.633411557417735,1,"M3"
0.601929246456267,0.539415644647343,1,"M3"
0.649191975182498,0.643375367639135,0,"M3"
0.71679483482341,0.678154259566611,1,"M3"
0.604091387969876,0.632215415006401,1,"M3"
0.556395677448566,0.540293685113502,1,"M3"
0.480488735902949,0.488541789814005,1,"M3"
0.726765022528236,0.61897327292361,1,"M3"
0.600479686738168,0.539835369630905,1,"M3"
0.647847101286236,0.641537887973338,1,"M3"
0.716258626220859,0.677705548008199,1,"M3"
0.597003333337208,0.537960186502952,1,"M3"
0.474037290646238,0.556302640921262,0,"M3"
0.64713935972484,0.640600270785443,1,"M3"
0.7149787318061,0.674864059427019,1,"M3"
0.608112026544658,0.634519511380302,1,"M3"
0.471029191548002,0.555207982939673,1,"M3"
0.556874916141618,0.544824695040757,1,"M3"
0.608550227848715,0.636375179054253,1,"M3"
0.483144613804153,0.492684691262365,1,"M3"
0.727208416615162,0.618720218487876,1,"M3"
0.720817512719286,0.736666333417548,1,"M3"
0.555932409370685,0.543666244376852,1,"M3"
0.725536441700276,0.616111296090757,1,"M3"
0.480483615302589,0.492166229192908,1,"M3"
0.612932089441034,0.599549064076888,1,"M3"
0.470758383457439,0.426209373237443,1,"M3"
0.550548039776181,0.52874008305364,0,"M3"
0.374192457070503,0.390950229756437,0,"M3"
0.719238721760827,0.735381210330613,1,"M3"
0.668911289128164,0.646286582177102,0,"M3"
0.630780048395283,0.621823181450806,1,"M3"
0.795587071813415,0.762158246103177,1,"M3"
0.492214547324827,0.508352305991617,1,"M3"
0.600859694717627,0.574743037016029,1,"M3"
0.571195607566574,0.571285463040187,0,"M3"
0.47202237171186,0.42879816225567,1,"M3"
0.620125652121074,0.645167816977912,1,"M3"
0.59063405615688,0.556407284654553,1,"M3"
0.551076756203576,0.531063989988122,0,"M3"
0.706146810990772,0.664184421668884,0,"M3"
0.376519749375399,0.392015463218645,0,"M3"
0.615276825330443,0.603250916922873,1,"M3"
0.470581399645553,0.428478189725782,1,"M3"
0.597721784261649,0.533226670868081,0,"M3"
0.572749920690243,0.572040943620957,0,"M3"
0.592486066152674,0.558707557702007,0,"M3"
0.373556924730809,0.390146845600545,1,"M3"
0.70488042139668,0.665010187982659,1,"M3"
0.595514083760338,0.530744819204981,1,"M3"
0.546662994308971,0.528370609269965,1,"M3"
0.615433138527,0.604073661515195,0,"M3"
0.635551135063253,0.61481044412735,1,"M3"
0.719751048979886,0.732253256099881,1,"M3"
0.795718014083125,0.762219091631973,1,"M3"
0.629764044835355,0.619484521897084,1,"M3"
0.620926763859164,0.646980759406288,1,"M3"
0.489130836281234,0.506461804042411,1,"M3"
0.601333163389327,0.572798402842397,0,"M3"
0.668971966143209,0.646085988063687,1,"M3"
0.633360000752808,0.611869979109059,1,"M3"
0.618938216707835,0.648360225220057,1,"M3"
0.796183275393376,0.762069859426801,0,"M3"
0.717981744533552,0.730482787498162,1,"M3"
0.602405478018957,0.572197359261196,0,"M3"
0.668319693134547,0.64458443010334,1,"M3"
0.48760515564439,0.507676128974575,1,"M3"
0.629837650070044,0.620074126932042,1,"M3"
0.532669524457913,0.582096566676161,0,"M3"
0.533187273418609,0.582207314565305,0,"M3"
0.533679625048008,0.582992827089105,1,"M3"
0.708521115376303,0.608923634254473,1,"M3"
0.706493139256466,0.609910446924557,1,"M3"
0.608423520230798,0.636577469556804,1,"M3"
0.493575909612412,0.504503407943112,0,"M3"
0.62583442114949,0.546381046180644,1,"M3"
0.741449737702145,0.686618574900008,1,"M3"
0.609432201323031,0.638650868018245,1,"M3"
0.491112921981188,0.504447418086943,1,"M3"
0.608697589200931,0.639399333510673,1,"M3"
0.491104504712709,0.502311524922484,0,"M3"
0.625965355542317,0.543827522061395,1,"M3"
0.743081996659411,0.688516702868712,0,"M3"
0.624897569631408,0.542434524395401,0,"M3"
0.742983800106199,0.687975428738207,1,"M3"
0.726548206818474,0.642098659543934,1,"M3"
0.725659541215804,0.693073248545811,0,"M3"
0.513395410112667,0.484036584822594,1,"M3"
0.51015403504975,0.543218279702748,1,"M3"
0.662467221198057,0.555313022829845,1,"M3"
0.723274382484498,0.642744634320156,1,"M3"
0.725280425250971,0.693925321375841,1,"M3"
0.592540272611517,0.638203321102999,1,"M3"
0.460558116022975,0.474195645356965,0,"M3"
0.513687205321393,0.540670163314437,1,"M3"
0.512735557790763,0.480379972162062,0,"M3"
0.591832945818951,0.637316176291885,0,"M3"
0.461780761302162,0.472521170485573,0,"M3"
0.515031956066334,0.541684226749179,0,"M3"
0.510570064331506,0.483137524686762,1,"M3"
0.751912787581317,0.704039227558833,1,"M3"
0.72221885476157,0.643506307748666,1,"M3"
0.725156250967535,0.693401664553417,1,"M3"
0.66216112772383,0.554355078370546,1,"M3"
0.749159116089773,0.702368151017605,1,"M3"
0.722467756018473,0.644128829076139,0,"M3"
0.724692929280872,0.692905471962364,0,"M3"
0.78004596442011,0.675631857542917,1,"M3"
0.660997729938093,0.552537896139273,1,"M3"
0.871876626202168,0.816776115045992,1,"M3"
0.425903844387716,0.504341122288101,1,"M3"
0.672224944806627,0.658978580693392,1,"M3"
0.287297560592178,0.334559259288768,1,"M3"
0.410424436337426,0.45689302264874,0,"M3"
0.625854950583745,0.573850804424983,1,"M3"
0.780961064064819,0.675006488611378,1,"M3"
0.872566101819778,0.81509793168971,1,"M3"
0.800230867718737,0.719346624950791,1,"M3"
0.702045522899209,0.602194765306564,0,"M3"
0.565565821913038,0.518707384136401,1,"M3"
0.428329377785509,0.505248774872117,0,"M3"
0.645628577946618,0.61793315334115,0,"M3"
0.748472446333741,0.621535937234823,1,"M3"
0.673136896846263,0.658703252044132,1,"M3"
0.410598045491925,0.454015913982584,0,"M3"
0.286242884717213,0.336137671852949,1,"M3"
0.519651128561522,0.548250458612723,0,"M3"
0.646034679472952,0.617683667996805,1,"M3"
0.545033201614104,0.580575389909972,1,"M3"
0.424456195917972,0.50475212818209,1,"M3"
0.486638122073667,0.570162843195454,0,"M3"
0.51990001972195,0.548423727441544,0,"M3"
0.411114934153643,0.456852620843037,1,"M3"
0.67324727177218,0.660378692886212,1,"M3"
0.542708991956596,0.582379539478624,1,"M3"
0.487146295431741,0.572933729730502,1,"M3"
0.287881006640214,0.338588387694274,0,"M3"
0.784070905127304,0.674495994039486,0,"M3"
0.616339102850049,0.570627667458852,1,"M3"
0.799595761344134,0.718180615375687,1,"M3"
0.713580564635004,0.629924506202446,1,"M3"
0.564558492625191,0.517635982808022,1,"M3"
0.746452486927034,0.62102575381005,1,"M3"
0.872043381876597,0.81214705312748,1,"M3"
0.702712933351452,0.601265130260348,1,"M3"
0.781589020939157,0.673815441348578,1,"M3"
0.612705798340891,0.571441018129071,1,"M3"
0.799370543288723,0.716227755580802,0,"M3"
0.7458972186463,0.623302779335341,1,"M3"
0.871999028436779,0.810892570081525,0,"M3"
0.711895364252011,0.629257164561465,1,"M3"
0.702614535130454,0.600444180193882,0,"M3"
0.567734072219173,0.516195468279558,0,"M3"
0.706369695586645,0.57170597760501,1,"M3"
0.70447925896562,0.572286636066369,1,"M3"
0.539282658551619,0.591178278215097,1,"M3"
0.538404589842961,0.590629035580987,1,"M3"
0.538951231212916,0.590173008008294,0,"M3"
0.705724518313614,0.572859922091595,0,"M3"
0.704257280567662,0.573629164515404,1,"M3"
0.473267428505302,0.526184837235577,0,"M3"
0.541635231486193,0.545994241251371,1,"M3"
0.747439777311082,0.642554229826945,1,"M3"
0.69348300458608,0.616001925453409,1,"M3"
0.472956396022844,0.52774055068506,1,"M3"
0.54390864971354,0.546018004271002,0,"M3"
0.472057398862614,0.527305263709428,1,"M3"
0.540947485018919,0.545451903700949,1,"M3"
0.74730981153634,0.641930169177719,1,"M3"
0.695281815543563,0.615932654709829,0,"M3"
0.745437068623826,0.641810885047531,1,"M3"
0.695914314292458,0.61629519602265,0,"M3"
0.515829974179749,0.523413166772103,1,"M3"
0.717952521056995,0.636587439716107,0,"M3"
0.489528085160121,0.557014342154651,0,"M3"
0.46561016895707,0.449779094079869,0,"M3"
0.511033968680032,0.522997095264703,1,"M3"
0.615237519330125,0.62271922584611,0,"M3"
0.468624936841764,0.45010147316035,0,"M3"
0.489915111389966,0.557448905643939,0,"M3"
0.51398576535879,0.522428363819621,0,"M3"
0.61648980036021,0.622561742062385,0,"M3"
0.746509601931822,0.703039482533583,1,"M3"
0.613703683778854,0.545796906338431,1,"M3"
0.742881052639469,0.702497638220736,1,"M3"
0.735183999734575,0.609417737276991,1,"M3"
0.612551744186456,0.547031268770798,1,"M3"
0.717772892584337,0.636464724924309,0,"M3"
0.734314568734833,0.609499678582922,1,"M3"
0.744616415996732,0.678907621001899,1,"M3"
0.716720897803518,0.636214899465998,1,"M3"
0.466925916073918,0.478476310916571,0,"M3"
0.310959327578317,0.397477396383409,0,"M3"
0.584297481304913,0.586417808491073,1,"M3"
0.598243312452921,0.645694113010551,1,"M3"
0.610249858838884,0.598638452202971,0,"M3"
0.743599020038885,0.678641528438544,0,"M3"
0.650132247589704,0.582598631403769,1,"M3"
0.850338676083967,0.74977050102662,1,"M3"
0.633606014803647,0.514353155903289,1,"M3"
0.759586671273,0.718067663595073,1,"M3"
0.837956702199654,0.797945397424885,1,"M3"
0.333612471236331,0.380374434225618,0,"M3"
0.46508650807374,0.477937073739533,1,"M3"
0.625835958243778,0.569106750094285,1,"M3"
0.456652549909131,0.431243657378445,1,"M3"
0.337547252741986,0.336777158437375,0,"M3"
0.600021629183903,0.64564279956505,1,"M3"
0.584606121890688,0.585201452708948,1,"M3"
0.462863714199672,0.478328750917307,1,"M3"
0.31149759749634,0.397568004845987,1,"M3"
0.610263254070802,0.597347781623515,1,"M3"
0.334018058438165,0.37947381666689,0,"M3"
0.599384001822181,0.644158241219605,1,"M3"
0.582874129921228,0.583948467449106,1,"M3"
0.456876402279346,0.431112630952852,0,"M3"
0.336779683532185,0.337045964735247,1,"M3"
0.310953582983027,0.397861324032274,1,"M3"
0.612055842778797,0.596919522659026,0,"M3"
0.834576469600106,0.760207509789531,1,"M3"
0.635678940505355,0.516528084925032,0,"M3"
0.622071820089407,0.570407168816658,1,"M3"
0.850986037815346,0.749735707481409,1,"M3"
0.757915071297293,0.718375246059848,1,"M3"
0.744735138035575,0.678626765667384,1,"M3"
0.836430338230601,0.797804642660414,1,"M3"
0.652897260788898,0.58484433440792,0,"M3"
0.85018964075383,0.75000302848265,1,"M3"
0.833953687099414,0.760010831334565,1,"M3"
0.634546487706922,0.515921280807481,1,"M3"
0.622759956943488,0.571207616160051,0,"M3"
0.757000369906258,0.718213312761768,1,"M3"
0.651159813149021,0.584683090443396,1,"M3"
0.743540883675811,0.679305101579983,1,"M3"
0.835590030801589,0.797881938395686,1,"M3"
0.535986193317014,0.613776020375983,0,"M3"
0.695309004791422,0.559060184751744,1,"M3"
0.694565006866569,0.55757983471431,1,"M3"
0.694456294831279,0.55870218489719,0,"M3"
0.538016660259158,0.616751457204129,0,"M3"
0.53732901784278,0.615591327234116,1,"M3"
0.626857691371221,0.527951211128656,0,"M3"
0.667949077219963,0.580913078956446,1,"M3"
0.608013808329312,0.642538130419122,1,"M3"
0.56737574893062,0.600597800931295,0,"M3"
0.607817557087864,0.642657555437615,1,"M3"
0.56829882671351,0.602824257802796,0,"M3"
0.66666714034503,0.57632350270401,0,"M3"
0.627865895446764,0.529037201877145,0,"M3"
0.666390239908619,0.575908391307141,1,"M3"
0.713960391970059,0.681158316956444,1,"M3"
0.62591986707906,0.526897710665058,1,"M3"
0.515231106966602,0.492213204434062,1,"M3"
0.547290578831443,0.526232051809948,0,"M3"
0.579133938082624,0.590366800488524,1,"M3"
0.712469183607665,0.682915572644167,1,"M3"
0.694137600890494,0.64394777811143,1,"M3"
0.664049981901883,0.582118841207775,0,"M3"
0.518685482235285,0.492163570156474,0,"M3"
0.546575463025405,0.526875752323433,1,"M3"
0.598457085790388,0.561388166187945,1,"M3"
0.51724978000034,0.489473123594209,1,"M3"
0.662015590896505,0.580510006224875,1,"M3"
0.548220994226956,0.528481317262554,0,"M3"
0.597397198164104,0.559359695450215,1,"M3"
0.69304152754264,0.643905796439458,1,"M3"
0.646458698518282,0.617997234655027,0,"M3"
0.579844667679993,0.591633716641047,1,"M3"
0.711023334407715,0.684158702292548,1,"M3"
0.694412680260765,0.645041225976616,0,"M3"
0.646975110177828,0.619568316742865,0,"M3"
0.579484460361521,0.5912700407469,1,"M3"
0.711534236028553,0.684799000054614,0,"M3"
0.48684253222528,0.453148606563209,1,"M3"
0.458809965156197,0.39744399691395,1,"M3"
0.393311815407758,0.413677553253428,0,"M3"
0.502710257339054,0.551465323332974,0,"M3"
0.800075561674198,0.736807991082644,1,"M3"
0.740874751579894,0.714499312184271,1,"M3"
0.627664996320429,0.584371996643595,1,"M3"
0.77216900961397,0.757309778850299,1,"M3"
0.793441051862711,0.717350731271769,1,"M3"
0.805499251496468,0.74530484592975,1,"M3"
0.609726536534793,0.597331241092714,1,"M3"
0.485069021357103,0.4523499764834,1,"M3"
0.731387950202609,0.621061122518997,1,"M3"
0.399205671587451,0.422635375391819,1,"M3"
0.37028591558071,0.427081959366223,0,"M3"
0.45854577866197,0.396020486644701,1,"M3"
0.39354235250759,0.412336749180015,1,"M3"
0.404983285878027,0.447620185730429,1,"M3"
0.503170850393697,0.551596513320065,1,"M3"
0.484089737062955,0.449151066522043,1,"M3"
0.609947504403913,0.598692996088274,0,"M3"
0.395391630184414,0.414117806584344,0,"M3"
0.457365643791551,0.393878800998815,1,"M3"
0.371190994556488,0.42829028293412,0,"M3"
0.406341285779635,0.450765297345662,0,"M3"
0.399065993725769,0.422499198599001,0,"M3"
0.502702856496933,0.549800264630715,1,"M3"
0.626453809686867,0.585855322568879,1,"M3"
0.741744046540133,0.71784116954191,1,"M3"
0.80392313717088,0.744774430092987,1,"M3"
0.824012912067955,0.735038924568752,1,"M3"
0.774729955995108,0.760898512957035,1,"M3"
0.731894657656459,0.622832163766419,1,"M3"
0.79263861671011,0.715841131359624,1,"M3"
0.800551518927224,0.739997019853064,1,"M3"
0.824134953673172,0.733444500152918,1,"M3"
0.625352356147933,0.583472237137961,1,"M3"
0.743313542976986,0.719139347574079,0,"M3"
0.804308809330525,0.745514133295714,0,"M3"
0.800209284670325,0.73981069729681,1,"M3"
0.775783083327836,0.762234610529119,0,"M3"
0.730590071404872,0.619730216460621,1,"M3"
0.793545497689097,0.716165656545219,1,"M3"
0.595644038051323,0.636360905082552,1,"M3"
0.594994815820447,0.633777496092745,1,"M3"
0.594439968591952,0.632416387525387,1,"M3"
0.641288464968029,0.548916130961376,0,"M3"
0.640619314211153,0.548863936693265,1,"M3"
0.702633478886013,0.651169675821421,1,"M3"
0.546593238156616,0.521056895632968,0,"M3"
0.577018401364489,0.545131514967043,1,"M3"
0.701521600202577,0.653461801509047,0,"M3"
0.652330668509373,0.64031912081508,0,"M3"
0.545271417288321,0.515635310876238,1,"M3"
0.576351198709062,0.543678876894186,1,"M3"
0.54362931917582,0.515069067992895,1,"M3"
0.575777109760267,0.54223578708692,1,"M3"
0.703225622591297,0.653585225082047,1,"M3"
0.651283697501657,0.64118180834698,1,"M3"
0.702015066741747,0.655879426479784,1,"M3"
0.650622558552646,0.641030985769932,1,"M3"
0.754880651256624,0.651642536732294,1,"M3"
0.431226822376998,0.428865250824236,0,"M3"
0.473165554442644,0.516573732084552,1,"M3"
0.773520921213124,0.738194873190994,1,"M3"
0.754137024085831,0.651307772979383,1,"M3"
0.69941927417029,0.640103317743104,1,"M3"
0.360765286407276,0.408050921821476,0,"M3"
0.435645191354832,0.428093129823083,0,"M3"
0.5336065455455,0.539728963223406,0,"M3"
0.361285220507353,0.409936377091876,0,"M3"
0.472571835826344,0.516431998752733,1,"M3"
0.532610157708884,0.537863466057325,1,"M3"
0.433668584493302,0.427753278714112,1,"M3"
0.819680127346025,0.752369927080918,1,"M3"
0.473827331922706,0.516520666994968,0,"M3"
0.699286617576888,0.64094749321973,1,"M3"
0.775222384389505,0.737935593393103,0,"M3"
0.819272696547271,0.752227241293816,1,"M3"
0.754991741974106,0.653395585224431,0,"M3"
0.698774886976575,0.638599190723331,1,"M3"
0.774346154599423,0.737168202049532,1,"M3"
0.727509214657898,0.654753333887339,0,"M3"
0.673313936287838,0.581910040840422,1,"M3"
0.755156721619481,0.653666085152331,1,"M3"
0.492939596900429,0.52129193845766,0,"M3"
0.35628547738195,0.435308716117779,1,"M3"
0.709967869994907,0.663896347262268,1,"M3"
0.575467904942951,0.600579596646637,1,"M3"
0.789231626945001,0.759591993261093,1,"M3"
0.726351364098915,0.654371203134111,1,"M3"
0.827416362371541,0.724427772537085,1,"M3"
0.675547921878941,0.582006956425018,0,"M3"
0.533851240124381,0.506211324457431,1,"M3"
0.559137814115718,0.492192455565995,1,"M3"
0.492708585239531,0.519294864751402,1,"M3"
0.38353949325476,0.412360859233731,0,"M3"
0.35641494501751,0.434343977313386,1,"M3"
0.412531726918649,0.402637590033141,1,"M3"
0.709457339260262,0.65938918470287,1,"M3"
0.575357345843607,0.603743238745386,0,"M3"
0.56836640089381,0.573601070432164,0,"M3"
0.384315015060626,0.412675196422772,0,"M3"
0.491400731748693,0.517823290752953,1,"M3"
0.682120963855774,0.680640488400884,0,"M3"
0.708644750898886,0.657810252056781,1,"M3"
0.355969050110915,0.431923668566334,1,"M3"
0.57346433664513,0.603473214259411,1,"M3"
0.413834463094082,0.404372413457252,0,"M3"
0.569383428549153,0.5755719520839,0,"M3"
0.809896747882727,0.753072021054887,1,"M3"
0.68398394851499,0.681385242828174,0,"M3"
0.728972100349646,0.655221661115074,1,"M3"
0.829276004011629,0.728166602741625,0,"M3"
0.676167336181744,0.576570504300369,1,"M3"
0.538077304277192,0.512446417428957,0,"M3"
0.555195181715539,0.492118959955498,1,"M3"
0.66288759378477,0.605678482434135,1,"M3"
0.789609311432016,0.756085272912941,1,"M3"
0.809566683958899,0.751053376731957,1,"M3"
0.674807807286786,0.57566744600276,1,"M3"
0.535342639316492,0.51133651146656,1,"M3"
0.729397815679132,0.652853853614852,0,"M3"
0.556451510717192,0.492956961303446,0,"M3"
0.663285906257267,0.605264256613389,1,"M3"
0.788999793722841,0.752444606069639,1,"M3"
0.827763903879927,0.728271416042396,1,"M3"
0.620067754691482,0.581461076528185,1,"M3"
0.620961748856474,0.581368369277867,1,"M3"
0.627432584758339,0.602048160352124,1,"M3"
0.627732247120209,0.601639620486647,0,"M3"
0.624049367174972,0.598550798731326,1,"M3"
0.625075191901634,0.580856235378111,1,"M3"
0.624741982407054,0.580305266619584,0,"M3"
0.762409930788935,0.687191021037546,1,"M3"
0.458094980906896,0.483811847571297,1,"M3"
0.764253757062268,0.686194582602408,1,"M3"
0.457813245719992,0.486316348954201,1,"M3"
0.511893386902552,0.482170022701198,0,"M3"
0.458524283777747,0.485271267488517,0,"M3"
0.512290069648529,0.479888859941227,0,"M3"
0.764141251131985,0.684346801644956,0,"M3"
0.765011211215502,0.685191210719172,1,"M3"
0.725438630276028,0.691237940976353,1,"M3"
0.724247846118214,0.690757884662548,1,"M3"
0.601713098575709,0.603559977878619,1,"M3"
0.352708556502195,0.396110695346712,0,"M3"
0.634123805224276,0.573715013798625,1,"M3"
0.773916804193018,0.666056666058049,1,"M3"
0.727183487302516,0.737101578437682,0,"M3"
0.601007928084463,0.60233929378605,1,"M3"
0.834551157981571,0.764684430926788,1,"M3"
0.461509528171109,0.505022821599856,0,"M3"
0.505422605715684,0.424564934945366,1,"M3"
0.353230615568061,0.398176210151068,1,"M3"
0.505901118943309,0.424659452311632,1,"M3"
0.60059008665688,0.601324035817051,1,"M3"
0.461081309503907,0.503969131651359,0,"M3"
0.354189376988407,0.397222541531531,0,"M3"
0.76964151139308,0.666794648481599,1,"M3"
0.834363421161149,0.76485027815894,0,"M3"
0.725806477342348,0.73862531619219,0,"M3"
0.633013645483876,0.57305508990747,1,"M3"
0.770011556509794,0.665672780425582,0,"M3"
0.835387360187947,0.764266416155675,1,"M3"
0.727618469980267,0.740452252657569,1,"M3"
0.632860344142336,0.572343736170885,0,"M3"
0.483971484302095,0.433732095268915,0,"M3"
0.541890635179715,0.566367208435091,0,"M3"
0.54317760346446,0.545101758558318,0,"M3"
0.416459316626998,0.454582203484127,0,"M3"
0.610265659048329,0.543201330743111,1,"M3"
0.461752271535135,0.467514126414923,1,"M3"
0.74594533144056,0.727149323769453,0,"M3"
0.698343840587074,0.62976064311355,1,"M3"
0.788657800110777,0.719084964026766,0,"M3"
0.691381079360777,0.609131241806289,0,"M3"
0.761864554038418,0.709388752767035,1,"M3"
0.63829667913941,0.630436534394197,0,"M3"
0.483834223054678,0.434113535335506,1,"M3"
0.544132158555678,0.5452163146308,1,"M3"
0.415616599341826,0.457594441530183,1,"M3"
0.4223777632228,0.462426887291952,0,"M3"
0.46006171439377,0.465664222706407,1,"M3"
0.288076767510581,0.382564132764444,0,"M3"
0.541694785075766,0.566970164921881,1,"M3"
0.747470198176329,0.727511964628287,1,"M3"
0.607531532607682,0.540630590729234,1,"M3"
0.541080103982371,0.544854790209177,1,"M3"
0.414770027168782,0.457238277006515,0,"M3"
0.543181377226611,0.567813050037392,0,"M3"
0.425654495123668,0.463284842112589,0,"M3"
0.460599839987942,0.467668685595501,1,"M3"
0.288195025577639,0.383708439173205,0,"M3"
0.747111104637713,0.728325520042662,1,"M3"
0.607119832146771,0.539143804524463,1,"M3"
0.787139264210279,0.709648087308,1,"M3"
0.789167122566425,0.717871281449724,1,"M3"
0.701348019785741,0.628333707389237,1,"M3"
0.689076430662564,0.607949092975134,1,"M3"
0.764630683298813,0.707871965780146,0,"M3"
0.872068192471604,0.77351278689115,1,"M3"
0.485478037184726,0.432239577201952,0,"M3"
0.641956092692086,0.635421708940025,1,"M3"
0.701600206998921,0.626928421847869,1,"M3"
0.786973297197259,0.707964717017909,1,"M3"
0.871785079238144,0.773614605319504,1,"M3"
0.786774892701832,0.716020745882465,1,"M3"
0.484121588472629,0.432397417924501,1,"M3"
0.6401168299888,0.636301791855737,1,"M3"
0.688410615430909,0.607769254893624,1,"M3"
0.764393809609287,0.709830656222342,1,"M3"
0.656726002750241,0.665514763410819,1,"M3"
0.559854403250333,0.49749039694293,0,"M3"
0.562481635689549,0.498224167918986,0,"M3"
0.651358954694839,0.66418410376671,0,"M3"
0.649323169435894,0.66493515339791,1,"M3"
0.54929847821212,0.595163122861877,0,"M3"
0.699656223488563,0.622003058069938,1,"M3"
0.667532574790312,0.572626048415913,1,"M3"
0.516148728854732,0.538229577376876,1,"M3"
0.551705628435209,0.597041051295571,1,"M3"
0.699816493689829,0.621957934435617,1,"M3"
0.55013267460806,0.597548199218666,1,"M3"
0.698504362853463,0.620946079442127,1,"M3"
0.664127442202551,0.570496929933941,1,"M3"
0.517560871643718,0.538725238672002,0,"M3"
0.661636799659158,0.569595265496309,1,"M3"
0.516325288568161,0.537281678093378,1,"M3"
0.420154663103658,0.47860568719531,0,"M3"
0.596001402257839,0.601733431602885,0,"M3"
0.778346910812802,0.707293967550861,1,"M3"
0.796732586770469,0.719641541702102,1,"M3"
0.767316061043186,0.675346450621554,0,"M3"
0.637043059197661,0.568808156675631,1,"M3"
0.416551057676913,0.450186848933066,0,"M3"
0.384005798738674,0.439233428571954,1,"M3"
0.41613544405188,0.482956980547191,0,"M3"
0.596050494009556,0.602925006283121,1,"M3"
0.413530869848348,0.450191240957124,1,"M3"
0.385144756521697,0.44014079175967,0,"M3"
0.419487981646737,0.485099091511619,0,"M3"
0.596571089369545,0.601758677083163,0,"M3"
0.779808817843149,0.706088142355437,1,"M3"
0.79415628902374,0.715092438888281,1,"M3"
0.7663811097359,0.671884312849657,1,"M3"
0.63190557133637,0.568681085374189,1,"M3"
0.778646567831975,0.706333531556549,1,"M3"
0.79100592414937,0.712762038949952,1,"M3"
0.635242093573874,0.571614652977011,0,"M3"
0.766475403406887,0.671310240680263,0,"M3"
0.771316891761433,0.720510110789971,1,"M3"
0.576151262797341,0.611445087739178,0,"M3"
0.784781337720907,0.689596954980051,1,"M3"
0.667206129411293,0.720984815502855,1,"M3"
0.691828671913857,0.700849925811303,1,"M3"
0.642859455362571,0.553635124139536,1,"M3"
0.414621336438482,0.437153478475395,1,"M3"
0.517339273581477,0.512737944069201,1,"M3"
0.560496673509579,0.430313182037377,0,"M3"
0.527701583479535,0.460724104412215,1,"M3"
0.412995610973822,0.466890942841946,0,"M3"
0.77142148054278,0.720522468156288,1,"M3"
0.580795390317854,0.612126824211463,1,"M3"
0.693476907413631,0.659621383876466,1,"M3"
0.721708142187956,0.608754178943247,0,"M3"
0.66260977874332,0.722588301242861,0,"M3"
0.689834489404874,0.700808326695081,1,"M3"
0.27888958319139,0.304955543586629,0,"M3"
0.785771469317972,0.689397248784625,0,"M3"
0.41371804313129,0.43749006113844,0,"M3"
0.51820590341823,0.510970293284899,1,"M3"
0.640678067799764,0.554502971166864,0,"M3"
0.523342932513942,0.459151436776669,1,"M3"
0.475721105971066,0.549661740306647,1,"M3"
0.412002826723561,0.467315189084787,0,"M3"
0.558902168631802,0.426740240408342,0,"M3"
0.415055948986198,0.436970221123371,1,"M3"
0.279715040006907,0.306021963053316,0,"M3"
0.641176793038745,0.553970719155448,1,"M3"
0.475375037077947,0.550635794512035,0,"M3"
0.516864464675151,0.511490109667849,0,"M3"
0.410173907917505,0.46475146371228,1,"M3"
0.559459824223354,0.426942194652115,1,"M3"
0.522897215135818,0.459498022923304,0,"M3"
0.861778633952393,0.822784558417424,1,"M3"
0.772706540892733,0.723474645491859,0,"M3"
0.693460911127912,0.659609111492553,0,"M3"
0.784588480489869,0.691780404931071,1,"M3"
0.581541127624164,0.615093608958188,1,"M3"
0.721641175806088,0.610093468928943,0,"M3"
0.663298118688115,0.724779386826427,0,"M3"
0.685774811240335,0.697600751823363,1,"M3"
0.722183315248453,0.608765248454795,0,"M3"
0.692649479932348,0.659895805173768,0,"M3"
0.861802273767823,0.821060286442433,1,"M3"
0.77342315562878,0.724340760720422,1,"M3"
0.785019843300573,0.692125429461395,0,"M3"
0.661537302395585,0.726899428519108,1,"M3"
0.581679748789633,0.616899161247177,0,"M3"
0.684664236389018,0.697242823375526,0,"M3"
0.396512212798935,0.376436501569933,0,"M3"
0.740082695823852,0.747577794809537,1,"M3"
0.401114337171642,0.379733334688349,0,"M3"
0.40118505820182,0.379774471876133,1,"M3"
0.735174701359416,0.745446233224909,0,"M3"
0.735003756421169,0.746212535178601,1,"M3"
0.64821360167594,0.675916766599046,1,"M3"
